rule_id,visual,model_output,groundtruth
111,circle,Characters inside the circle in the image are characters that contain three or more distinct lines that intersect.,are composed of three or more separate pieces that do not touch
111,color,Characters colored red in the image are characters that have a cross symbol as part of them.,are composed of three or more separate pieces that do not touch
111,leftright,Characters on the right side in the image contain an 'x' shape using straight lines.,are composed of three or more separate pieces that do not touch
112,circle,Characters inside the circle in the image are characters that are symmetrical along a vertical axis.,"have angry eyebrows, indicated by small wavy or zigzag lines above a horizontal line on the top of the character"
112,color,Characters colored red in the image are characters that contain a zigzag line with three strokes.,"have angry eyebrows, indicated by small wavy or zigzag lines above a horizontal line on the top of the character"
112,leftright,Characters on the right side in the image are characters that have an X shape formed by straight lines.,"have angry eyebrows, indicated by small wavy or zigzag lines above a horizontal line on the top of the character"
113,circle,Characters inside the circle in the image are characters that have a horizontal symmetry line.,have horizontal symmetry
113,color,Characters colored red in the image are characters that contain a plus sign (+) inside of them.,have horizontal symmetry
113,leftright,Characters on the right side in the image are characters that contain a circle.,have horizontal symmetry
114,circle,Characters inside the circle in the image are characters that are composed entirely of straight lines.,"have separated or disconnected parts, with spaces or breaks between the different elements"
114,color,Characters colored red in the image are characters that contain three vertical lines.,"have separated or disconnected parts, with spaces or breaks between the different elements"
114,leftright,"Characters on the right side in the image are characters that include a vertical line that crosses a horizontal line, where at least one end of the vertical line extends beyond the horizontal line.","have separated or disconnected parts, with spaces or breaks between the different elements"
115,circle,Characters inside the circle in the image are characters that are upside-down.,are hidden under a curved arc or dome shape spanning the entire length of the characters
115,color,Characters colored red in the image are characters that are closed figures.,are hidden under a curved arc or dome shape spanning the entire length of the characters
115,leftright,Characters on the right side of the image are characters that have an upward pointing curve like the letter 'n'.,are hidden under a curved arc or dome shape spanning the entire length of the characters
116,circle,Characters inside the circle in the image are characters that contain a circle.,have multiple loops or enclosed areas
116,color,Characters colored red in the image are characters that contain a closed shape that is not a rectangle or circle.,have multiple loops or enclosed areas
116,leftright,Characters on the right side in the image are characters that contain a circle.,have multiple loops or enclosed areas
117,circle,Characters inside the circle in the image are characters that contain only straight lines.,are made up of only horizontal and vertical lines with no curves or diagonal lines and only right angles
117,color,Characters colored red in the image are characters that have a vertical line that fully extends above and below the rest of the character.,are made up of only horizontal and vertical lines with no curves or diagonal lines and only right angles
117,leftright,Characters on the right side in the image are characters made entirely of straight lines.,are made up of only horizontal and vertical lines with no curves or diagonal lines and only right angles
118,circle,"Characters inside the circle in the image are characters that are made up of two identical mirrored components, each of which looks like a backward ""3"".","have a closed loop or circular element, which may be crossed over itself in a swirl motion or formed by a line bisecting itself"
118,color,Characters colored red in the image are characters that have a curved line above a separate character component.,"have a closed loop or circular element, which may be crossed over itself in a swirl motion or formed by a line bisecting itself"
118,leftright,"Characters on the right side in the image are characters that have a small circle, or dot, above another element of the character.","have a closed loop or circular element, which may be crossed over itself in a swirl motion or formed by a line bisecting itself"
119,circle,Characters inside the circle in the image are characters that contain a curve that is concave at the top.,"have a large curve that descends from the left of the top horizontal line and turns downward to the right, like a large C with the center of gravity in the middle of the character"
119,color,Characters colored red in the image are characters that are made of two identical symbols connected horizontally.,"have a large curve that descends from the left of the top horizontal line and turns downward to the right, like a large C with the center of gravity in the middle of the character"
119,leftright,Characters on the right side of the image are characters that only contain straight lines.,"have a large curve that descends from the left of the top horizontal line and turns downward to the right, like a large C with the center of gravity in the middle of the character"
11,circle,Characters inside the circle in the image are characters that have two curved strokes that close.,require lifting the pen during drawing
11,color,Characters colored red in the image are characters that have three or more strokes connected.,require lifting the pen during drawing
11,leftright,Characters on the right side of the image all contain two instances of the same diacritic mark.,require lifting the pen during drawing
120,circle,Characters inside the circle in the image are characters that contain a small loop (like the loop in a lowercase 'a' or 'e').,have concave sides and are bounded by opposing curved lines on the left and right
120,color,Characters colored red in the image are characters that are symmetrical across a vertical axis.,have concave sides and are bounded by opposing curved lines on the left and right
120,leftright,"Characters on the right side in the image are characters that consist of a horizontal line with two vertical lines attached to it, where the two vertical lines are on the same side of the horizontal line.",have concave sides and are bounded by opposing curved lines on the left and right
121,circle,Characters inside the circle in the image are characters that are made of only two strokes.,do not have a top horizontal line or flat line on the top
121,color,Characters colored red in the image are characters that contain only straight lines.,do not have a top horizontal line or flat line on the top
121,leftright,Characters on the right side of the image contain circles.,do not have a top horizontal line or flat line on the top
122,circle,Characters inside the circle in the image are characters that have a curved line.,can be written in one stroke without lifting the pen or retracing
122,color,Characters colored red in the image are characters that are asymmetrical about the y-axis (a vertical line down the center of the character).,can be written in one stroke without lifting the pen or retracing
122,leftright,Characters on the right side in the image are characters that contain a counterclockwise arc/semi-circle.,can be written in one stroke without lifting the pen or retracing
123,circle,Characters inside the circle in the image are characters that are made up of only straight lines.,have vertical and horizontal symmetry
123,color,Characters colored red in the image are characters that are symmetrical along the vertical axis.,have vertical and horizontal symmetry
123,leftright,"Characters on the right side of the image contain a curved line that looks like an upside down ""smile"".",have vertical and horizontal symmetry
124,circle,"Characters inside the circle in the image are characters made up of two identical shapes, flipped and connected at a point.",contain straight lines only
124,color,Characters colored red in the image are characters that have three or more vertical lines.,contain straight lines only
124,leftright,Characters on the right side in the image are characters that have at least one horizontal line with a character on top of it.,contain straight lines only
125,circle,Characters inside the circle in the image are characters that have two horizontal lines.,"have a straight horizontal stroke at the bottom or a flat bottom, or are used in font encoding"
125,color,Characters colored red in the image are characters that have at least one vertical line on the left edge of the character.,"have a straight horizontal stroke at the bottom or a flat bottom, or are used in font encoding"
125,leftright,Characters on the right side in the image are characters composed entirely of straight lines.,"have a straight horizontal stroke at the bottom or a flat bottom, or are used in font encoding"
126,circle,Characters inside the circle in the image are characters that are made up of exactly two visually distinct strokes.,have crossed lines
126,color,Characters colored red in the image are characters that have a curved line on the top.,have crossed lines
126,leftright,Characters on the right side in the image are characters that have rotational symmetry.,have crossed lines
127,circle,Characters inside the circle in the image are characters that are made up of only straight lines.,have an enclosed space/loop
127,color,Characters colored red in the image are characters that have a part that looks like a hook or a cane.,have an enclosed space/loop
127,leftright,Characters on the right side of the image have a line that extends above and below the main body of the character.,have an enclosed space/loop
128,circle,Characters inside the circle in the image are characters that have rotational symmetry.,have parallel vertical lines or multiple vertical lines
128,color,Characters colored red in the image are characters that are symmetrical about the vertical axis.,have parallel vertical lines or multiple vertical lines
128,leftright,Characters on the right side of the image all have a vertical line of symmetry.,have parallel vertical lines or multiple vertical lines
129,circle,Characters inside the circle in the image are characters that have two separate enclosed regions.,have at least one vertical line or right angle
129,color,Characters colored red in the image are characters that have their vertical line(s) not reach the top of the character's bounding box.,have at least one vertical line or right angle
129,leftright,Characters on the right side in the image are characters that contain a horizontal line with a curve on top of it.,have at least one vertical line or right angle
12,circle,Characters inside the circle in the image are characters that have rotational symmetry and at least one closed loop.,have roughly the shape of an m and may have reflectional symmetry
12,color,"Characters colored red in the image are characters that are made up of a single path. In other words, they can be drawn without lifting your pen off the paper.",have roughly the shape of an m and may have reflectional symmetry
12,leftright,Characters on the right side in the image are symmetrical along a vertical line down the center.,have roughly the shape of an m and may have reflectional symmetry
130,circle,Characters inside the circle in the image are characters that are comprised only of straight lines.,have exactly one closed end
130,color,"Characters colored red in the image are single, closed curves.",have exactly one closed end
130,leftright,"Characters on the right side in the image are characters that are drawn, at least in part, above the line of type.",have exactly one closed end
131,circle,Characters inside the circle in the image are characters that are made up of exactly two straight lines.,contain a closed loop or enclosed space
131,color,Characters colored red in the image are characters that are numerals with a curly or loopy feature.,contain a closed loop or enclosed space
131,leftright,Characters on the right side of the image are characters that appear to be hand-drawn and resemble cursive or stylized Latin letters.,contain a closed loop or enclosed space
132,circle,Characters inside the circle in the image are characters that are made by writing one continuous line without lifting the pen (even if it would require the pen to pass over another line already written.),have more than one distinct part
132,color,Characters colored red in the image are characters that are made up of only straight lines.,have more than one distinct part
132,leftright,Characters on the right side in the image are characters that are either completely or partially composed of Roman numerals.,have more than one distinct part
13,circle,Characters inside the circle in the image are characters that contain two horizontal lines.,have a horizontal line at the top and bottom and may have reflectional symmetry
13,color,Characters colored red in the image are characters that are rotationally symmetrical.,have a horizontal line at the top and bottom and may have reflectional symmetry
13,leftright,"Characters on the right side in the image all appear to be written in the same specific typeface or font. Without more information about the origin of the characters, it's impossible to be more specific than that.",have a horizontal line at the top and bottom and may have reflectional symmetry
146,circle,Characters inside the circle in the image are characters that contain an asterisk-like shape.,have dots
146,color,Characters colored red in the image are characters that are diacritics or resemble a diacritic.,have dots
146,leftright,"Characters on the right side of the image are characters that have two or more separate sections, where a section is defined as an area bounded by drawn lines or the outer edge of the character.",have dots
147,circle,Characters inside the circle in the image are characters that are formed by a single unbroken line.,do not have a mirrored or rotated version
147,color,Characters colored red in the image are characters that have a circular loop at the bottom of the character.,do not have a mirrored or rotated version
147,leftright,Characters on the right side in the image all have a curved line segment.,do not have a mirrored or rotated version
148,circle,Characters inside the circle in the image are characters that have a vertical line of symmetry.,have a flat top or are capped by a horizontal straight line
148,color,Characters colored red in the image are characters that are made up entirely of straight lines.,have a flat top or are capped by a horizontal straight line
148,leftright,Characters on the right side in the image are uppercase letters.,have a flat top or are capped by a horizontal straight line
149,circle,Characters inside the circle in the image are characters that have a diacritic on top of them.,cannot be drawn in a single stroke or without going over part of an existing line
149,color,Characters colored red in the image are characters that have a vertical line segment that extends below the baseline of the character.,cannot be drawn in a single stroke or without going over part of an existing line
149,leftright,Characters on the right side in the image are characters that have a vertical line as their main component.,cannot be drawn in a single stroke or without going over part of an existing line
14,circle,Characters inside the circle in the image are characters that are drawn upright (not rotated or mirrored).,have reflectional symmetry
14,color,Characters colored red in the image are characters shaped like a U with no other lines.,have reflectional symmetry
14,leftright,Characters on the right side in the image are characters that have symmetry across the vertical axis.,have reflectional symmetry
150,circle,Characters inside the circle in the image are characters that have a diacritic mark above or below them.,enclose at least one space completely and may contain one or more closed loops or curves
150,color,Characters colored red in the image are characters that are made up of one continuous stroke.,enclose at least one space completely and may contain one or more closed loops or curves
150,leftright,Characters on the right side in the image are characters that feature a dot above a symbol.,enclose at least one space completely and may contain one or more closed loops or curves
151,circle,Characters inside the circle in the image are capital English letters.,have reflectional symmetry on any axis
151,color,Characters colored red in the image are characters that are made up of exactly one continuous stroke.,have reflectional symmetry on any axis
151,leftright,Characters on the right side in the image are characters made only with straight lines.,have reflectional symmetry on any axis
152,circle,Characters inside the circle are uppercase English letters.,"can be placed in pairs of horizontal mirror images, with one letter being the same as the other reversed left to right"
152,color,Characters colored red in the image are characters that are made up of only straight lines.,"can be placed in pairs of horizontal mirror images, with one letter being the same as the other reversed left to right"
152,leftright,Characters on the right side of the image are characters that are made of only straight lines.,"can be placed in pairs of horizontal mirror images, with one letter being the same as the other reversed left to right"
153,circle,Characters inside the circle in the image are characters that have an arrow as part of their structure.,"are made with a single stroke, without backtracking or looping"
153,color,Characters colored red in the image are characters that are made up of only straight lines.,"are made with a single stroke, without backtracking or looping"
153,leftright,Characters on the right side in the image are characters that are made up entirely of only straight lines.,"are made with a single stroke, without backtracking or looping"
154,circle,Characters inside the circle in the image are characters that contain a loop that opens to the right.,resemble the letter p
154,color,Characters colored red in the image are characters that are formed by a single line with a single loop.,resemble the letter p
154,leftright,Characters on the right side in the image contain at least one closed curve on top of a line.,resemble the letter p
155,circle,Characters inside the circle in the image are characters that have rotational symmetry.,"have a complete downward loop and are closed at the top, like an irregular U-shaped curve"
155,color,Characters colored red in the image are characters that are closed figures.,"have a complete downward loop and are closed at the top, like an irregular U-shaped curve"
155,leftright,"Characters on the right side of the image are characters that are vertically symmetrical, or nearly so.","have a complete downward loop and are closed at the top, like an irregular U-shaped curve"
156,circle,Characters inside the circle are rotated versions of characters outside the circle.,are either 7s or have a small horizontal line at the top and a vertical stroke
156,color,Characters colored red in the image are characters that are composed of two identical lines that are connected.,are either 7s or have a small horizontal line at the top and a vertical stroke
156,leftright,Characters on the right side in the image are characters that consist only of straight lines.,are either 7s or have a small horizontal line at the top and a vertical stroke
157,circle,Characters inside the circle in the image are characters that are mirrored horizontally.,are a straight vertical line with no base or hook at the bottom
157,color,Characters colored red in the image are characters that contain a horizontal line with a curve going upward from the right end.,are a straight vertical line with no base or hook at the bottom
157,leftright,Characters on the right side of the image contain only straight lines.,are a straight vertical line with no base or hook at the bottom
158,circle,"Characters inside the circle in the image are characters that are backwards versions of the letter ""J"".",contain a closed loop or enclosed space in the character or graph
158,color,"Characters colored red in the image are characters that are closed figures, or in other words, characters that enclose a space.",contain a closed loop or enclosed space in the character or graph
158,leftright,Characters on the right side in the image are characters that contain at least one closed curve that doesn't intersect itself.,contain a closed loop or enclosed space in the character or graph
159,circle,Characters inside the circle in the image are characters that contain a heart shape.,contain crossing lines or a four-way intersection
159,color,Characters colored red in the image are characters that have a loop at the bottom.,contain crossing lines or a four-way intersection
159,leftright,Characters on the right side in the image all contain a shape that looks like a heart.,contain crossing lines or a four-way intersection
15,circle,Characters inside the circle in the image are characters that have symmetry across a vertical line down the center.,have lines that cross each other
15,color,Characters colored red in the image are letters that are visually symmetrical along the vertical axis.,have lines that cross each other
15,leftright,Characters on the right side of the image are characters that are mirrored versions of the regular Latin alphabet.,have lines that cross each other
160,circle,Characters inside the circle in the image are characters that are made up of only two strokes.,contain multiple lines or require lifting the pen or backtracking to write the character
160,color,Characters colored red in the image are characters that have a diacritical mark to the right of the main body of the character.,contain multiple lines or require lifting the pen or backtracking to write the character
160,leftright,Characters on the right side of the image contain at least one curved line open at the top and closed at the bottom (like a 'u' shape).,contain multiple lines or require lifting the pen or backtracking to write the character
161,circle,Characters inside the circle are characters that are formed from a single continuous loop.,resemble letters in the Latin alphabet or Western alphabet
161,color,Characters colored red in the image are characters that have a fully closed circle somewhere within them.,resemble letters in the Latin alphabet or Western alphabet
161,leftright,Characters on the right side of the image are lowercase English letters written in a sans-serif font.,resemble letters in the Latin alphabet or Western alphabet
162,circle,Characters inside the circle are characters that contain a full circle as part of their construction.,contain only curved lines without any straight lines; may look like eyes
162,color,Characters colored red in the image are characters that are circular or mostly circular.,contain only curved lines without any straight lines; may look like eyes
162,leftright,Characters on the right side in the image are characters that are fully closed shapes.,contain only curved lines without any straight lines; may look like eyes
163,circle,Characters inside the circle in the image are characters that have two disconnected parts.,have a curved bottom
163,color,Characters colored red in the image are characters that contain a closed loop at the top of the character.,have a curved bottom
163,leftright,Characters on the right side of the image are characters that contain a complete circle.,have a curved bottom
164,circle,Characters inside the circle in the image are characters that have rotational symmetry.,resemble a letter 'w' or have two sharp elbows on the floor
164,color,Characters colored red in the image are characters that contain a circle.,resemble a letter 'w' or have two sharp elbows on the floor
164,leftright,"Characters on the right side in the image are characters that are fully closed, i.e. could hold water.",resemble a letter 'w' or have two sharp elbows on the floor
165,circle,Characters inside the circle in the image are characters that have a counter-clockwise loop as part of them.,contain non-joined segments or separated shapes
165,color,"Characters colored red in the image are characters that contain the lowercase letter ""g.""",contain non-joined segments or separated shapes
165,leftright,"Characters on the right side in the image are characters that contain a symbol that looks like the letter ""P"".",contain non-joined segments or separated shapes
166,circle,Characters inside the circle in the image are characters that are formed by rotating another part of the character by 180 degrees.,contain a closed shape with a small hook at the top left (like a small s) followed by a long curve that rises in a slanted right segment
166,color,Characters colored red in the image are characters that have a loop on the bottom and are open on the top.,contain a closed shape with a small hook at the top left (like a small s) followed by a long curve that rises in a slanted right segment
166,leftright,Characters on the right side in the image are characters that are entirely or partially above the line they are written on.,contain a closed shape with a small hook at the top left (like a small s) followed by a long curve that rises in a slanted right segment
167,circle,Characters inside the circle in the image are characters that are at least partially symmetrical across a vertical line drawn down the center of the character.,"have at least one fully enclosed shape, including closed loops, enclosed spaces, and fully or partially closed figures"
167,color,Characters colored red in the image are characters that are round.,"have at least one fully enclosed shape, including closed loops, enclosed spaces, and fully or partially closed figures"
167,leftright,Characters on the right side in the image are characters that are completely or almost completely closed shapes.,"have at least one fully enclosed shape, including closed loops, enclosed spaces, and fully or partially closed figures"
168,circle,Characters inside the circle in the image are characters with a diacritic.,have at least one bridge
168,color,Characters colored red in the image are characters that contain a closed loop below the baseline.,have at least one bridge
168,leftright,Characters on the right side in the image contain a counter-clockwise loop as part of the character.,have at least one bridge
169,circle,Characters inside the circle in the image are characters written with a single stroke.,have straight lines and no curves
169,color,Characters colored red in the image are characters that are made up of a single straight vertical line.,have straight lines and no curves
169,leftright,Characters on the right side in the image are characters that are made up entirely of straight lines.,have straight lines and no curves
16,circle,Characters inside the circle in the image are characters that are composed exclusively of simple closed curves.,have at least one enclosed space or loop
16,color,Characters colored red in the image are characters that appear to be written in red ink.,have at least one enclosed space or loop
16,leftright,Characters on the right side in the image only use straight lines in their construction.,have at least one enclosed space or loop
170,circle,Characters inside the circle in the image are characters that contain a loop with an opening at the bottom.,contain a w-squiggle
170,color,Characters colored red in the image are characters that contain a curved line that closes on itself.,contain a w-squiggle
170,leftright,Characters on the right side in the image only consist of two curved lines.,contain a w-squiggle
171,circle,Characters inside the circle in the image are characters that have a curved line that intersects itself.,"are made of one stroke with one acute angle, resembling a 7 or a rotation of it"
171,color,Characters colored red in the image are characters that have at least one vertical line.,"are made of one stroke with one acute angle, resembling a 7 or a rotation of it"
171,leftright,Characters on the right side of the image are characters that have a line that crosses itself.,"are made of one stroke with one acute angle, resembling a 7 or a rotation of it"
172,circle,Characters inside the circle in the image are characters that have a circular loop which is not completely closed.,have a triangle shape at the top connected to a descending line
172,color,Characters colored red in the image are characters that have a loop on the bottom.,have a triangle shape at the top connected to a descending line
172,leftright,Characters on the right side in the image are characters that have more than one closed region.,have a triangle shape at the top connected to a descending line
173,circle,"Characters inside the circle in the image are characters that are made by a single, unbroken stroke.",have a rough triangle pointing lower-left
173,color,Characters colored red in the image are characters that are entirely or partially closed on the left side of the character.,have a rough triangle pointing lower-left
173,leftright,,have a rough triangle pointing lower-left
174,circle,Characters inside the circle in the image are characters that have a small closed shape somewhere within them.,"contain at least one enclosed shape, such as a circle or triangle, that can be coloured in"
174,color,Characters colored red in the image are characters that are completely closed shapes.,"contain at least one enclosed shape, such as a circle or triangle, that can be coloured in"
174,leftright,Characters on the right side of the image are characters that contain at least one fully closed circle.,"contain at least one enclosed shape, such as a circle or triangle, that can be coloured in"
175,circle,Characters inside the circle in the image are lowercase letters in a sans-serif typeface.,"have two parts touching the floor, with straight or curved lines ending at the same level at the base"
175,color,Characters colored red in the image are characters that have a triangle shape as part of the character.,"have two parts touching the floor, with straight or curved lines ending at the same level at the base"
175,leftright,Characters on the right side in the image are characters that are drawn entirely with curves (no straight lines).,"have two parts touching the floor, with straight or curved lines ending at the same level at the base"
176,circle,Characters inside the circle in the image are vertical lines with no curves.,are made of only one straight line
176,color,Characters colored red in the image are characters that are comprised of two vertical lines.,are made of only one straight line
176,leftright,Characters on the right side in the image are characters that contain only straight lines.,are made of only one straight line
177,circle,"Characters inside the circle in the image are characters that have ascenders, which are portions of the character that extend above the x-height.",exceed the average size of the character set in height or width
177,color,Characters colored red in the image are characters that are pointy at the bottom.,exceed the average size of the character set in height or width
177,leftright,Characters on the right side in the image are characters that are drawn with only straight lines.,exceed the average size of the character set in height or width
178,circle,Characters inside the circle in the image are characters that are rotationally symmetrical.,have a vertical loop-shaped cross
178,color,"Characters colored red in the image are characters that are entirely contained within a vertical rectangle, not touching the top or bottom.",have a vertical loop-shaped cross
178,leftright,Characters on the right side in the image appear to be stylized versions of the Greek letters lambda and theta.,have a vertical loop-shaped cross
179,circle,"Characters inside the circle in the image are characters that contain an upward curve similar to the curve in a lowercase ""h"".",are composed of three lines forming two acute angles
179,color,Characters colored red in the image are characters that are a single path. They can be drawn without lifting the pen.,are composed of three lines forming two acute angles
179,leftright,Characters on the right side in the image are characters that are visually symmetric on a vertical axis.,are composed of three lines forming two acute angles
17,circle,Characters inside the circle in the image are characters that are formed with a single continuous stroke.,have a vertical line with a right angle at the bottom pointing towards the right
17,color,"Characters colored red in the image are characters that use a combination of a straight vertical line and a curve that looks like a backwards ""C"".",have a vertical line with a right angle at the bottom pointing towards the right
17,leftright,Characters on the right side in the image are characters that are made entirely of straight lines.,have a vertical line with a right angle at the bottom pointing towards the right
180,circle,Characters inside the circle in the image are characters that contain a loop.,contain a horizontal line and a descending curve from one end of the line
180,color,Characters colored red in the image are characters that contain a counter-clockwise arc as part of the glyph.,contain a horizontal line and a descending curve from one end of the line
180,leftright,Characters on the right side of the image are Hebrew characters.,contain a horizontal line and a descending curve from one end of the line
181,circle,Characters inside the circle in the image are characters that have rotational symmetry.,contain a vertical symmetry axis
181,color,Characters colored red in the image are characters that contain an arrow-like shape.,contain a vertical symmetry axis
181,leftright,Characters on the right side in the image are characters that are upside down.,contain a vertical symmetry axis
182,circle,Characters inside the circle in the image are characters that have at least one fully closed curved shape.,contain an enclosed space or loop
182,color,"Characters colored red in the image are characters that are comprised of a single, closed loop.",contain an enclosed space or loop
182,leftright,Characters on the right side in the image are characters that contain a complete circle.,contain an enclosed space or loop
183,circle,Characters inside the circle in the image are characters written in the Devanagari script.,contain a square shape with a diagonal line and two enclosed spaces
183,color,Characters colored red in the image are characters that are made up of three identical components.,contain a square shape with a diagonal line and two enclosed spaces
183,leftright,Characters on the right side in the image are characters that are made entirely of two identical components.,contain a square shape with a diagonal line and two enclosed spaces
184,circle,The characters inside the circle are made up of two identical shapes or components.,contain a hook shape
184,color,Characters colored red in the image are characters that have three vertical lines.,contain a hook shape
184,leftright,Characters on the right side of the image only consist of a small loop or loops.,contain a hook shape
185,circle,Characters inside the circle in the image are characters written in the Devanagari script that have a horizontal line as the bottom-most stroke when written.,contain a circle or circles
185,color,"Characters colored red in the image are characters that have a rounded part on the right side of the character, which is connected to another part of the character by a single straight line.",contain a circle or circles
185,leftright,Characters on the right side in the image are characters that are made up entirely of three identical shapes.,contain a circle or circles
186,circle,Characters inside the circle in the image are characters that contain a dot above the character.,have two parallel vertical straight lines with small filled-in triangles connected to the left vertical line
186,color,"Characters colored red in the image are characters written in the Devanagari script, specifically for the language of Marathi.",have two parallel vertical straight lines with small filled-in triangles connected to the left vertical line
186,leftright,Characters on the right side of the image are characters that have a horizontal line at the top.,have two parallel vertical straight lines with small filled-in triangles connected to the left vertical line
187,circle,"Characters inside the circle in the image are characters written in the Devanagari script, specifically the consonant 'भ'.","contain something like a diamond, rhomboid or square shape in the middle"
187,color,Characters colored red in the image are characters that have two vertically-stacked boxes connected to the right by a horizontal line at the bottom.,"contain something like a diamond, rhomboid or square shape in the middle"
187,leftright,Characters on the right side of the image contain a horizontal line over another element of the character.,"contain something like a diamond, rhomboid or square shape in the middle"
188,circle,Characters inside the circle in the image are Devanagari characters that have a loop on top.,contain diagonal lines
188,color,Characters colored red in the image are characters that have a curved bottom stroke.,contain diagonal lines
188,leftright,Characters on the right side in the image only use horizontal and vertical lines in their construction. They do not contain any curved or diagonal lines.,contain diagonal lines
189,circle,Characters inside the circle in the image are characters that contain a loop at the top of the character.,have no curves and consist of only straight lines and triangles
189,color,Characters colored red in the image are characters from the Bengali script.,have no curves and consist of only straight lines and triangles
189,leftright,Characters on the right side in the image all have a curved line that opens to the left like the letter 'c'.,have no curves and consist of only straight lines and triangles
18,circle,Characters inside the circle in the image are characters that are made up of two parenthesis.,look like symbols for Spotify and WiFi
18,color,Characters colored red in the image are characters that have more than one horizontal line with a curve pointing downwards.,look like symbols for Spotify and WiFi
18,leftright,"Characters on the right side are comprised of two identical marks, one on top of the other.",look like symbols for Spotify and WiFi
190,circle,"Characters inside the circle in the image are characters which are made up of two identical shapes or characters, one on top of the other.",have a right vertical that does not touch the top triangle and a short side-bar with a diagonal top
190,color,Characters colored red in the image are characters that have a dot on the top.,have a right vertical that does not touch the top triangle and a short side-bar with a diagonal top
190,leftright,Characters on the right side in the image are characters composed of two identical sub-characters stacked vertically.,have a right vertical that does not touch the top triangle and a short side-bar with a diagonal top
191,circle,Characters inside the circle in the image are characters from the Devanagari script.,have a horizontal line connecting two or more vertical legs and contain an H-like shape
191,color,Characters colored red in the image are characters that have a horizontal line at the very top.,have a horizontal line connecting two or more vertical legs and contain an H-like shape
191,leftright,Characters on the right side in the image are characters that are composed of two identical vertical components.,have a horizontal line connecting two or more vertical legs and contain an H-like shape
192,circle,Characters inside the circle in the image are characters that have three horizontal lines.,have a top triangle that is not independent and is linked to the character below at the bottom point
