rule_id,visual,correctness_gemini,correctness_gpt,correctness_llavanext,correctness_instructblip,correctness_idefics2,correctness_idefics3,class,length,script,parse_depth
79,color,False,False,False,False,True,False,specific,24,Grantha,3
79,leftright,False,False,False,False,True,False,specific,24,Grantha,3
80,circle,False,True,False,False,False,False,stroke,50,Grantha,4
80,color,False,False,False,False,False,True,stroke,50,Grantha,4
80,leftright,False,False,True,False,False,True,stroke,50,Grantha,4
81,circle,True,False,True,False,False,False,none,31,Grantha,3
81,color,False,False,False,False,False,False,none,31,Grantha,3
81,leftright,False,False,False,False,False,False,none,31,Grantha,3
82,circle,True,False,False,True,False,False,none,69,Grantha,9
82,color,True,True,False,False,False,True,none,69,Grantha,9
82,leftright,False,False,False,True,False,False,none,69,Grantha,9
83,circle,False,False,False,True,True,False,none,79,Grantha,7
83,color,False,False,False,False,False,True,none,79,Grantha,7
83,leftright,False,False,False,True,False,False,none,79,Grantha,7
84,circle,False,True,True,False,False,True,enclosed,80,Grantha,7
84,color,False,True,False,False,False,False,enclosed,80,Grantha,7
84,leftright,True,True,True,False,False,True,enclosed,80,Grantha,7
85,circle,True,True,False,True,False,True,specific,49,Hangul,5
85,color,True,True,True,False,True,False,specific,49,Hangul,5
85,leftright,True,True,False,False,True,True,specific,49,Hangul,5
86,circle,True,True,False,False,False,True,vertical,41,Hangul,3
86,color,True,True,True,False,True,True,vertical,41,Hangul,3
86,leftright,True,True,False,True,True,False,vertical,41,Hangul,3
87,circle,True,False,False,False,True,True,vertical,49,Hangul,4
87,color,False,True,True,True,True,True,vertical,49,Hangul,4
87,leftright,False,True,False,False,False,True,vertical,49,Hangul,4
88,circle,False,True,True,False,False,False,none,26,Hangul,3
88,color,True,True,False,False,False,False,none,26,Hangul,3
88,leftright,True,True,False,False,False,False,none,26,Hangul,3
89,circle,False,False,False,False,False,False,none,46,Hangul,4
89,color,False,False,False,False,True,False,none,46,Hangul,4
89,leftright,False,True,False,False,True,False,none,46,Hangul,4
90,circle,False,False,False,False,True,False,stroke,48,Hangul,4
90,color,True,False,True,False,True,False,stroke,48,Hangul,4
90,leftright,True,True,False,False,False,True,stroke,48,Hangul,4
91,circle,False,False,False,False,False,True,none,64,Hangul,8
91,color,True,True,False,False,False,False,none,64,Hangul,8
91,leftright,True,True,False,True,False,False,none,64,Hangul,8
92,circle,False,True,False,False,False,False,none,25,Hangul,3
92,color,False,True,False,False,False,False,none,25,Hangul,3
92,leftright,False,False,False,False,False,False,none,25,Hangul,3
93,circle,False,False,False,False,False,False,none,22,Khudawadi,3
93,color,False,True,False,False,False,True,none,22,Khudawadi,3
93,leftright,False,False,False,True,False,False,none,22,Khudawadi,3
94,circle,False,True,False,False,True,False,none,70,Khudawadi,6
94,color,True,True,False,True,False,False,none,70,Khudawadi,6
94,leftright,False,True,True,False,True,True,none,70,Khudawadi,6
95,circle,True,True,False,True,False,True,enclosed,54,Khudawadi,5
95,color,False,False,True,False,False,False,enclosed,54,Khudawadi,5
95,leftright,True,True,False,False,True,False,enclosed,54,Khudawadi,5
96,circle,False,True,True,False,True,False,specific,35,Khudawadi,5
96,color,False,True,False,False,True,True,specific,35,Khudawadi,5
96,leftright,True,True,True,True,False,True,specific,35,Khudawadi,5
97,circle,False,False,False,True,False,False,specific,36,Lao,6
97,color,True,True,True,False,True,True,specific,36,Lao,6
97,leftright,True,True,True,False,True,False,specific,36,Lao,6
98,circle,False,True,True,False,True,True,specific,75,Lao,7
98,color,True,True,True,False,True,True,specific,75,Lao,7
98,leftright,True,True,False,True,True,True,specific,75,Lao,7
99,circle,True,True,False,False,True,True,none,140,Lao,7
99,color,True,True,True,False,True,True,none,140,Lao,7
99,leftright,True,True,True,False,True,True,none,140,Lao,7
100,circle,True,True,True,False,True,False,enclosed,39,Lao,4
100,color,True,True,True,False,False,False,enclosed,39,Lao,4
100,leftright,True,True,False,False,False,False,enclosed,39,Lao,4
101,circle,False,True,True,False,True,True,specific,51,Lao,4
101,color,True,True,True,False,True,True,specific,51,Lao,4
101,leftright,True,True,True,True,True,True,specific,51,Lao,4
102,circle,True,False,False,False,True,False,symmetry,38,Lao,4
102,color,False,False,False,False,False,False,symmetry,38,Lao,4
102,leftright,True,False,False,False,False,False,symmetry,38,Lao,4
103,circle,False,False,True,True,True,True,specific,28,Lao,4
103,color,False,False,True,True,True,True,specific,28,Lao,4
103,leftright,False,True,True,True,True,True,specific,28,Lao,4
104,circle,False,True,True,False,True,True,specific,49,Lao,5
104,color,True,True,True,False,True,True,specific,49,Lao,5
104,leftright,True,True,True,False,True,True,specific,49,Lao,5
105,circle,False,False,True,False,False,False,none,63,Lao,5
105,color,False,False,True,False,False,True,none,63,Lao,5
105,leftright,False,False,False,False,False,False,none,63,Lao,5
106,circle,True,False,False,True,True,True,specific,69,Lao,6
106,color,False,True,False,False,True,False,specific,69,Lao,6
106,leftright,False,False,False,False,True,True,specific,69,Lao,6
107,circle,True,True,True,False,True,False,specific,41,Lao,4
107,color,True,True,True,False,True,True,specific,41,Lao,4
107,leftright,True,True,True,False,True,True,specific,41,Lao,4
108,circle,False,False,False,False,False,False,stroke,49,Lao,5
108,color,False,False,False,False,True,True,stroke,49,Lao,5
108,leftright,False,False,False,False,False,False,stroke,49,Lao,5
109,circle,False,True,False,True,False,False,specific,27,Linear B,3
109,color,False,True,True,False,False,True,specific,27,Linear B,3
109,leftright,False,True,False,False,False,False,specific,27,Linear B,3
110,circle,False,True,True,False,True,False,enclosed,39,Linear B,3
110,color,False,True,True,False,False,False,enclosed,39,Linear B,3
110,leftright,False,True,False,False,False,False,enclosed,39,Linear B,3
111,circle,False,False,True,False,False,True,stroke,63,Linear B,5
111,color,False,False,False,True,False,False,stroke,63,Linear B,5
111,leftright,False,True,False,False,False,False,stroke,63,Linear B,5
112,circle,False,False,False,True,False,False,none,112,Linear B,11
112,color,True,True,False,True,True,False,none,112,Linear B,11
112,leftright,True,True,False,True,False,False,none,112,Linear B,11
113,circle,False,False,False,False,True,False,symmetry,24,Linear B,3
113,color,False,False,False,False,False,False,symmetry,24,Linear B,3
113,leftright,True,False,False,True,True,False,symmetry,24,Linear B,3
114,circle,True,False,False,False,False,False,stroke,90,Linear B,6
114,color,False,False,False,False,False,False,stroke,90,Linear B,6
114,leftright,True,False,True,False,False,True,stroke,90,Linear B,6
115,circle,True,True,False,True,True,False,none,86,Linear B,8
115,color,True,True,True,False,True,True,none,86,Linear B,8
115,leftright,True,True,False,True,False,False,none,86,Linear B,8
116,circle,True,False,False,False,False,False,enclosed,37,Linear B,4
116,color,False,True,False,False,False,False,enclosed,37,Linear B,4
116,leftright,False,True,False,True,False,False,enclosed,37,Linear B,4
117,circle,True,True,False,False,False,False,none,104,Linear B,8
117,color,True,True,False,False,False,False,none,104,Linear B,8
117,leftright,False,True,True,False,False,True,none,104,Linear B,8
118,circle,True,True,True,True,True,True,enclosed,127,Meetei Mayek,8
118,color,True,True,False,True,True,True,enclosed,127,Meetei Mayek,8
118,leftright,True,True,False,True,False,False,enclosed,127,Meetei Mayek,8
119,circle,True,False,False,True,True,False,none,179,Meetei Mayek,13
119,color,True,True,True,False,True,False,none,179,Meetei Mayek,13
119,leftright,False,True,True,False,False,True,none,179,Meetei Mayek,13
120,circle,True,True,False,False,True,False,none,81,Meetei Mayek,8
120,color,True,True,True,False,False,True,none,81,Meetei Mayek,8
120,leftright,False,True,False,False,False,True,none,81,Meetei Mayek,8
121,circle,False,False,False,False,True,False,none,57,Meetei Mayek,5
121,color,False,False,True,False,False,False,none,57,Meetei Mayek,5
121,leftright,False,False,False,False,True,False,none,57,Meetei Mayek,5
122,circle,True,False,False,True,False,False,stroke,65,Meetei Mayek,5
122,color,False,False,False,True,False,False,stroke,65,Meetei Mayek,5
122,leftright,True,True,False,False,True,False,stroke,65,Meetei Mayek,5
123,circle,True,True,False,False,True,False,symmetry,37,Meetei Mayek,4
123,color,False,False,False,False,False,False,symmetry,37,Meetei Mayek,4
123,leftright,False,False,False,False,False,True,symmetry,37,Meetei Mayek,4
124,circle,False,False,False,True,False,False,none,27,Meetei Mayek,3
124,color,True,False,False,True,False,False,none,27,Meetei Mayek,3
124,leftright,False,True,False,False,True,False,none,27,Meetei Mayek,3
125,circle,False,True,True,False,True,True,none,94,Meetei Mayek,6
125,color,True,True,True,False,False,False,none,94,Meetei Mayek,6
125,leftright,True,False,True,False,False,False,none,94,Meetei Mayek,6
126,circle,True,False,False,False,False,False,cross,18,Meetei Mayek,2
126,color,False,True,False,False,False,False,cross,18,Meetei Mayek,2
126,leftright,False,False,False,False,False,True,cross,18,Meetei Mayek,2
127,circle,True,True,True,True,True,False,enclosed,27,Meetei Mayek,3
127,color,False,True,True,False,False,True,enclosed,27,Meetei Mayek,3
127,leftright,False,False,True,False,False,True,enclosed,27,Meetei Mayek,3
128,circle,True,True,False,False,True,True,vertical,55,Meetei Mayek,4
128,color,True,True,False,False,True,False,vertical,55,Meetei Mayek,4
128,leftright,True,True,True,False,True,False,vertical,55,Meetei Mayek,4
129,circle,True,False,True,True,False,True,none,46,Meetei Mayek,5
129,color,False,False,True,True,False,True,none,46,Meetei Mayek,5
129,leftright,True,True,True,True,True,False,none,46,Meetei Mayek,5
130,circle,False,False,False,False,False,False,enclosed,27,Meroitic Cursive,4
130,color,False,False,False,True,True,False,enclosed,27,Meroitic Cursive,4
130,leftright,False,False,False,True,False,False,enclosed,27,Meroitic Cursive,4
131,circle,True,False,True,True,True,False,enclosed,39,Meroitic Cursive,4
131,color,False,False,True,False,False,False,enclosed,39,Meroitic Cursive,4
131,leftright,True,False,True,False,False,True,enclosed,39,Meroitic Cursive,4
132,circle,True,False,False,False,False,False,stroke,32,Meroitic Cursive,4
132,color,True,False,False,False,True,False,stroke,32,Meroitic Cursive,4
132,leftright,False,False,False,False,False,True,stroke,32,Meroitic Cursive,4
146,circle,False,True,False,False,False,False,none,9,Mro,2
146,color,True,True,False,False,False,True,none,9,Mro,2
146,leftright,True,True,False,False,False,False,none,9,Mro,2
147,circle,True,False,False,False,False,False,mirror,41,Mro,4
147,color,True,True,True,False,True,False,mirror,41,Mro,4
147,leftright,False,True,False,False,False,False,mirror,41,Mro,4
148,circle,False,True,False,False,False,False,none,59,Mro,5
148,color,False,False,False,False,False,False,none,59,Mro,5
148,leftright,True,True,False,False,True,False,none,59,Mro,5
149,circle,True,False,False,False,False,False,stroke,81,Mro,9
149,color,False,False,False,False,False,False,stroke,81,Mro,9
149,leftright,True,True,False,False,False,False,stroke,81,Mro,9
150,circle,True,True,True,True,True,False,enclosed,88,Mro,5
150,color,True,True,True,False,False,True,enclosed,88,Mro,5
150,leftright,False,True,False,True,True,False,enclosed,88,Mro,5
151,circle,False,True,False,False,True,False,symmetry,38,Mro,5
151,color,False,True,False,False,False,False,symmetry,38,Mro,5
151,leftright,False,False,True,False,False,False,symmetry,38,Mro,5
152,circle,False,True,True,False,True,True,mirror,118,Mro,7
152,color,False,False,True,False,True,False,mirror,118,Mro,7
152,leftright,True,False,True,True,False,False,mirror,118,Mro,7
153,circle,True,False,False,False,False,False,stroke,62,Mro,4
153,color,False,False,False,False,False,False,stroke,62,Mro,4
153,leftright,True,True,False,False,False,False,stroke,62,Mro,4
154,circle,False,True,True,False,True,True,specific,21,Nabataean,3
154,color,False,True,True,False,True,True,specific,21,Nabataean,3
154,leftright,True,True,True,True,True,True,specific,21,Nabataean,3
155,circle,True,False,False,True,False,False,none,89,Nabataean,6
155,color,True,False,False,True,True,False,none,89,Nabataean,6
155,leftright,True,False,False,True,False,False,none,89,Nabataean,6
156,circle,False,False,False,True,True,True,specific,78,Nabataean,7
156,color,True,True,True,False,True,True,specific,78,Nabataean,7
156,leftright,False,True,False,True,False,False,specific,78,Nabataean,7
157,circle,False,True,False,False,False,False,vertical,63,Nabataean,8
157,color,True,False,False,True,False,False,vertical,63,Nabataean,8
157,leftright,True,True,False,False,True,True,vertical,63,Nabataean,8
158,circle,True,True,True,False,True,False,enclosed,65,Nabataean,5
158,color,True,True,True,False,False,True,enclosed,65,Nabataean,5
158,leftright,True,True,False,False,False,False,enclosed,65,Nabataean,5
159,circle,False,False,False,False,False,False,cross,49,Nabataean,5
159,color,False,True,True,False,False,False,cross,49,Nabataean,5
159,leftright,False,False,True,False,False,True,cross,49,Nabataean,5
160,circle,False,True,False,False,True,False,stroke,88,Nabataean,7
160,color,False,False,False,False,False,False,stroke,88,Nabataean,7
160,leftright,True,False,True,False,False,False,stroke,88,Nabataean,7
161,circle,False,False,False,True,True,False,specific,58,Ol Chiki,6
161,color,False,False,True,True,False,False,specific,58,Ol Chiki,6
161,leftright,False,False,True,True,True,False,specific,58,Ol Chiki,6
162,circle,False,True,False,False,False,True,none,72,Ol Chiki,6
162,color,True,True,True,False,False,False,none,72,Ol Chiki,6
162,leftright,True,True,False,False,False,False,none,72,Ol Chiki,6
163,circle,False,False,False,False,False,True,none,20,Ol Chiki,3
163,color,False,False,False,False,False,False,none,20,Ol Chiki,3
163,leftright,False,False,False,False,False,False,none,20,Ol Chiki,3
164,circle,True,True,False,True,True,False,specific,59,Ol Chiki,6
164,color,True,True,True,True,True,True,specific,59,Ol Chiki,6
164,leftright,True,True,True,False,True,True,specific,59,Ol Chiki,6
165,circle,True,False,False,False,False,False,stroke,47,Ol Chiki,4
165,color,True,True,True,False,False,True,stroke,47,Ol Chiki,4
165,leftright,True,False,True,False,False,True,stroke,47,Ol Chiki,4
166,circle,True,False,False,True,False,False,none,136,Ol Chiki,10
166,color,True,True,True,False,True,True,none,136,Ol Chiki,10
166,leftright,True,True,False,False,True,False,none,136,Ol Chiki,10
167,circle,True,True,True,True,True,False,enclosed,118,Ol Chiki,9
167,color,True,True,True,False,True,True,enclosed,118,Ol Chiki,9
167,leftright,True,True,False,False,False,False,enclosed,118,Ol Chiki,9
168,circle,False,True,False,False,False,False,none,24,Osmanya,5
168,color,True,True,True,False,False,False,none,24,Osmanya,5
168,leftright,False,False,False,False,False,False,none,24,Osmanya,5
169,circle,False,False,False,False,False,False,none,33,Osmanya,4
169,color,False,True,False,False,False,False,none,33,Osmanya,4
169,leftright,True,True,False,False,True,False,none,33,Osmanya,4
170,circle,False,False,False,False,False,False,specific,20,Phoenician,3
170,color,True,True,False,True,False,True,specific,20,Phoenician,3
